iteration,seed,fitness,total_existing,total_planted,exist_AG_LEC,exist_AG_SAL,exist_AG_SCB,exist_AG_STR,exist_OP_CAN,exist_OP_ENG,exist_OP_ROB,exist_OP_STR,exist_PR_LAE,exist_YU_FIL,new_AG_LEC,new_AG_SAL,new_AG_SCB,new_AG_STR,new_OP_CAN,new_OP_ENG,new_OP_ROB,new_OP_STR,new_PR_LAE,new_YU_FIL
399,892852,689.5419354838709,69,556,1,21,4,3,3,2,11,12,8,4,39,165,36,37,44,34,58,49,73,21
400,502514,696.920430107527,66,559,3,22,5,5,7,4,10,2,7,1,37,164,35,35,40,32,59,59,74,24
401,882985,695.1967741935484,71,554,2,18,3,4,2,7,14,7,12,2,38,168,37,36,45,29,55,54,69,23
402,412093,692.9752688172042,72,553,5,16,6,5,9,3,10,4,14,0,35,170,34,35,38,33,59,57,67,25
403,896385,680.8827956989246,76,549,6,27,4,6,2,2,7,10,7,5,34,159,36,34,45,34,62,51,74,20
404,439796,695.6032258064515,75,550,10,15,2,6,6,5,10,8,9,4,30,171,38,34,41,31,59,53,72,21
405,902827,697.5698924731182,71,554,3,24,6,10,2,4,8,4,8,2,37,162,34,30,45,32,61,57,73,23
406,945987,682.7225806451613,70,555,4,23,6,6,6,5,4,9,7,0,36,163,34,34,41,31,65,52,74,25
407,459335,688.7397849462366,71,554,5,19,5,6,5,9,8,6,6,2,35,167,35,34,42,27,61,55,75,23
408,252996,691.9451612903225,65,560,5,17,4,7,7,7,4,7,6,1,35,169,36,33,40,29,65,54,75,24
409,47053,701.5043010752687,72,553,5,24,5,3,8,3,8,5,9,2,35,162,35,37,39,33,61,56,72,23
410,411717,694.4419354838709,72,553,4,13,5,2,4,6,16,7,11,4,36,173,35,38,43,30,53,54,70,21
411,38360,691.4935483870968,69,556,4,23,6,0,4,3,8,6,10,5,36,163,34,40,43,33,61,55,71,20
412,581320,693.1043010752687,75,550,3,22,2,4,8,4,16,8,5,3,37,164,38,36,39,32,53,53,76,22
413,794323,700.2881720430106,72,553,7,19,8,5,4,3,3,7,14,2,33,167,32,35,43,33,66,54,67,23
414,385796,696.1301075268816,71,554,5,14,6,5,5,2,7,13,11,3,35,172,34,35,42,34,62,48,70,22
415,546580,700.5182795698925,67,558,5,11,6,6,5,3,5,9,12,5,35,175,34,34,42,33,64,52,69,20
416,28011,688.0204301075267,70,555,8,18,5,1,6,10,6,6,9,1,32,168,35,39,41,26,63,55,72,24
417,585925,703.0032258064515,69,556,3,24,3,2,8,5,8,6,10,0,37,162,37,38,39,31,61,55,71,25
418,964024,694.2086021505376,68,557,4,27,2,5,2,4,7,6,7,4,36,159,38,35,45,32,62,55,74,21
419,840092,687.5365591397849,72,553,1,20,5,8,7,3,11,8,8,1,39,166,35,32,40,33,58,53,73,24
420,372048,691.0268817204301,72,553,3,26,3,8,4,5,11,4,7,1,37,160,37,32,43,31,58,57,74,24
421,509287,690.7010752688171,73,552,5,17,5,5,13,6,8,6,7,1,35,169,35,35,34,30,61,55,74,24
422,366480,697.3881720430106,71,554,7,14,6,6,11,2,5,5,10,5,33,172,34,34,36,34,64,56,71,20
423,862936,696.805376344086,64,561,3,13,5,1,5,5,8,11,9,4,37,173,35,39,42,31,61,50,72,21
424,140173,694.410752688172,72,553,6,24,3,3,2,5,7,7,12,3,34,162,37,37,45,31,62,54,69,22
425,325946,691.010752688172,75,550,6,16,2,5,8,6,12,6,10,4,34,170,38,35,39,30,57,55,71,21
426,770937,688.0247311827957,69,556,3,22,9,6,6,3,10,6,3,1,37,164,31,34,41,33,59,55,78,24
427,218951,695.1580645161289,74,551,1,29,5,5,8,2,5,7,7,5,39,157,35,35,39,34,64,54,74,20
428,562125,687.1763440860216,65,560,4,23,3,3,5,4,5,6,8,4,36,163,37,37,42,32,64,55,73,21
429,889344,701.4795698924731,73,552,4,19,4,3,2,9,7,9,14,2,36,167,36,37,45,27,62,52,67,23
430,264482,699.5946236559139,72,553,9,15,2,5,7,5,9,5,11,4,31,171,38,35,40,31,60,56,70,21
431,275,693.8838709677419,67,558,5,21,4,1,2,5,8,5,13,3,35,165,36,39,45,31,61,56,68,22
432,638032,696.321505376344,67,558,4,15,5,5,6,4,10,4,12,2,36,171,35,35,41,32,59,57,69,23
433,956625,691.0956989247311,70,555,4,24,2,5,3,2,8,6,10,6,36,162,38,35,44,34,61,55,71,19
434,21921,703.0569892473119,74,551,4,23,4,5,3,0,11,2,19,3,36,163,36,35,44,36,58,59,62,22
435,89301,698.3602150537633,73,552,5,17,3,6,5,7,6,4,15,5,35,169,37,34,42,29,63,57,66,20
436,523509,693.1623655913978,66,559,2,25,2,6,5,3,8,7,6,2,38,161,38,34,42,33,61,54,75,23
437,249244,691.2387096774194,72,553,5,21,7,4,6,6,10,3,8,2,35,165,33,36,41,30,59,58,73,23
438,628290,696.552688172043,71,554,4,20,1,5,2,6,11,9,9,4,36,166,39,35,45,30,58,52,72,21
439,50034,705.6548387096774,68,557,4,22,5,6,2,6,6,5,10,2,36,164,35,34,45,30,63,56,71,23
440,818492,697.3838709677418,73,552,8,20,6,5,10,3,3,5,11,2,32,166,34,35,37,33,66,56,70,23
441,277887,701.1397849462364,67,558,5,25,3,7,6,2,3,10,3,3,35,161,37,33,41,34,66,51,78,22
442,452210,694.6989247311828,69,556,6,10,6,7,5,7,7,11,8,2,34,176,34,33,42,29,62,50,73,23
443,203195,695.9161290322579,74,551,6,19,3,4,4,6,12,8,11,1,34,167,37,36,43,30,57,53,70,24
444,965887,695.4064516129032,71,554,4,21,3,3,5,5,12,7,7,4,36,165,37,37,42,31,57,54,74,21
445,687097,694.2161290322581,65,560,5,17,1,7,7,9,3,7,8,1,35,169,39,33,40,27,66,54,73,24
446,992656,700.8376344086021,74,551,11,18,4,6,5,4,7,7,10,2,29,168,36,34,42,32,62,54,71,23
447,929162,690.7387096774194,69,556,6,25,5,1,6,5,8,2,10,1,34,161,35,39,41,31,61,59,71,24
448,22309,697.1075268817206,73,552,5,22,7,8,5,5,6,5,9,1,35,164,33,32,42,31,63,56,72,24
449,849799,691.4053763440859,77,548,3,31,2,1,2,6,6,10,12,4,37,155,38,39,45,30,63,51,69,21
450,903071,697.5290322580645,65,560,5,14,5,3,7,4,5,8,10,4,35,172,35,37,40,32,64,53,71,21
451,837522,692.621505376344,73,552,1,26,6,4,6,5,6,5,9,5,39,160,34,36,41,31,63,56,72,20
452,880814,694.1870967741936,70,555,9,15,2,5,7,3,9,12,7,1,31,171,38,35,40,33,60,49,74,24
453,413079,698.2978494623655,73,552,6,17,2,4,6,4,14,5,11,4,34,169,38,36,41,32,55,56,70,21
454,989948,686.8139784946236,73,552,5,23,4,2,2,7,8,13,6,3,35,163,36,38,45,29,61,48,75,22
455,663396,698.6172043010752,75,550,4,15,3,6,7,6,5,9,17,3,36,171,37,34,40,30,64,52,64,22
456,690841,695.9666666666666,75,550,4,25,2,5,5,6,10,4,10,4,36,161,38,35,42,30,59,57,71,21
457,842555,694.4258064516127,74,551,2,22,3,7,5,4,13,7,9,2,38,164,37,33,42,32,56,54,72,23
458,19200,694.6967741935484,73,552,6,20,7,6,8,0,7,9,9,1,34,166,33,34,39,36,62,52,72,24
459,713056,702.0387096774193,66,559,7,16,5,6,2,6,6,7,4,7,33,170,35,34,45,30,63,54,77,18
460,178220,693.3021505376342,71,554,5,20,5,4,8,3,9,6,10,1,35,166,35,36,39,33,60,55,71,24
461,385915,688.852688172043,71,554,5,25,4,7,4,1,8,6,7,4,35,161,36,33,43,35,61,55,74,21
462,988941,692.8150537634408,69,556,5,17,4,2,6,6,9,6,10,4,35,169,36,38,41,30,60,55,71,21
463,985338,694.5989247311827,75,550,6,21,5,4,8,7,8,5,10,1,34,165,35,36,39,29,61,56,71,24
464,185063,696.6118279569891,73,552,5,17,4,4,4,6,12,5,15,1,35,169,36,36,43,30,57,56,66,24
465,354895,700.5612903225806,72,553,5,23,4,4,2,1,9,10,12,2,35,163,36,36,45,35,60,51,69,23
466,567895,690.1978494623656,70,555,3,25,4,4,2,6,8,8,7,3,37,161,36,36,45,30,61,53,74,22
467,601039,685.7440860215053,72,553,2,21,2,2,11,5,12,9,6,2,38,165,38,38,36,31,57,52,75,23
468,176688,698.8344086021505,76,549,8,21,5,5,4,4,9,8,9,3,32,165,35,35,43,32,60,53,72,22
469,477239,697.4978494623656,73,552,4,22,3,4,6,5,11,5,11,2,36,164,37,36,41,31,58,56,70,23
470,842179,695.0774193548388,75,550,7,17,5,4,8,4,10,5,14,1,33,169,35,36,39,32,59,56,67,24
471,914122,697.8881720430109,76,549,4,21,8,4,4,3,10,5,14,3,36,165,32,36,43,33,59,56,67,22
472,461955,689.4752688172043,68,557,4,19,7,5,7,5,9,5,7,0,36,167,33,35,40,31,60,56,74,25
473,245248,701.1483870967741,68,557,3,16,4,2,3,9,10,8,7,6,37,170,36,38,44,27,59,53,74,19
474,609447,688.4526881720429,71,554,4,17,5,3,11,1,7,11,9,3,36,169,35,37,36,35,62,50,72,22
475,943054,694.1827956989246,76,549,4,18,6,8,7,2,8,8,13,2,36,168,34,32,40,34,61,53,68,23
476,791224,695.1344086021505,71,554,6,22,2,3,7,5,8,4,11,3,34,164,38,37,40,31,61,57,70,22
477,510680,696.3086021505376,68,557,2,21,1,2,9,6,7,5,13,2,38,165,39,38,38,30,62,56,68,23
478,841926,682.7537634408601,69,556,2,21,7,2,6,7,9,8,5,2,38,165,33,38,41,29,60,53,76,23
479,663957,690.4419354838709,69,556,7,19,5,2,4,4,8,12,6,2,33,167,35,38,43,32,61,49,75,23
480,722621,692.9301075268816,71,554,5,22,2,6,4,5,8,8,8,3,35,164,38,34,43,31,61,53,73,22
481,599078,696.637634408602,66,559,6,20,2,3,7,6,7,2,11,2,34,166,38,37,40,30,62,59,70,23
482,852114,692.8924731182796,72,553,9,14,7,7,6,5,9,4,8,3,31,172,33,33,41,31,60,57,73,22
483,483244,695.6806451612903,68,557,8,15,1,5,6,8,12,4,7,2,32,171,39,35,41,28,57,57,74,23
484,862511,693.2978494623655,76,549,3,28,5,2,6,2,12,6,9,3,37,158,35,38,41,34,57,55,72,22
485,892060,698.3537634408602,76,549,8,22,7,4,8,2,8,6,8,3,32,164,33,36,39,34,61,55,73,22
486,394364,691.1763440860213,75,550,5,26,3,3,8,7,8,4,9,2,35,160,37,37,39,29,61,57,72,23
487,637416,692.8967741935484,75,550,5,22,5,4,7,6,8,6,10,2,35,164,35,36,40,30,61,55,71,23
488,118124,694.9731182795699,74,551,7,23,4,3,12,6,7,8,4,0,33,163,36,37,35,30,62,53,77,25
489,520530,689.5204301075269,70,555,2,20,5,5,10,4,7,8,8,1,38,166,35,35,37,32,62,53,73,24
490,557499,691.1387096774192,71,554,3,17,5,7,11,1,13,3,9,2,37,169,35,33,36,35,56,58,72,23
491,653912,696.863440860215,71,554,5,18,2,4,8,4,13,6,9,2,35,168,38,36,39,32,56,55,72,23
492,188438,691.5774193548385,71,554,3,27,1,2,10,3,12,4,6,3,37,159,39,38,37,33,57,57,75,22
493,253981,693.3161290322581,74,551,2,23,3,4,7,5,7,11,9,3,38,163,37,36,40,31,62,50,72,22
494,428224,687.9236559139785,68,557,2,27,1,5,1,3,8,6,11,4,38,159,39,35,46,33,61,55,70,21
495,196371,692.0021505376344,73,552,6,16,6,6,2,3,6,12,12,4,34,170,34,34,45,33,63,49,69,21
496,97659,688.2483870967742,76,549,4,9,10,8,8,6,5,11,8,7,36,177,30,32,39,30,64,50,73,18
497,34148,693.6602150537635,72,553,6,20,4,2,5,6,8,7,10,4,34,166,36,38,42,30,61,54,71,21
498,554542,693.4053763440859,74,551,4,13,7,4,5,3,16,12,9,1,36,173,33,36,42,33,53,49,72,24
499,900229,688.2784946236559,75,550,12,23,2,3,10,3,8,8,6,0,28,163,38,37,37,33,61,53,75,25
500,43706,696.0494623655914,68,557,10,17,4,6,7,2,8,4,10,0,30,169,36,34,40,34,61,57,71,25
501,513077,696.3752688172042,69,556,5,21,1,1,8,4,9,10,10,0,35,165,39,39,39,32,60,51,71,25
502,654340,688.7129032258063,71,554,4,21,7,4,2,5,10,8,7,3,36,165,33,36,45,31,59,53,74,22
503,352898,703.3494623655914,73,552,2,24,4,5,3,6,7,7,14,1,38,162,36,35,44,30,62,54,67,24
504,287227,693.5774193548386,74,551,4,18,2,5,8,6,7,10,9,5,36,168,38,35,39,30,62,51,72,20
505,9945,695.6473118279569,72,553,3,16,4,8,7,4,7,12,8,3,37,170,36,32,40,32,62,49,73,22
506,457970,706.1096774193547,71,554,7,17,2,10,2,5,10,3,14,1,33,169,38,30,45,31,59,58,67,24
507,633296,699.7225806451612,74,551,4,28,2,4,6,4,5,12,7,2,36,158,38,36,41,32,64,49,74,23
508,726139,687.652688172043,66,559,8,26,2,0,7,3,5,5,7,3,32,160,38,40,40,33,64,56,74,22
509,255534,691.9494623655913,75,550,8,19,2,4,10,5,11,8,7,1,32,167,38,36,37,31,58,53,74,24
510,219271,697.4645161290323,72,553,3,18,5,1,5,6,11,8,11,4,37,168,35,39,42,30,58,53,70,21
511,237732,689.321505376344,70,555,5,20,4,7,5,0,10,6,11,2,35,166,36,33,42,36,59,55,70,23
512,690975,691.2924731182795,74,551,3,18,10,5,3,7,11,11,3,3,37,168,30,35,44,29,58,50,78,22
513,580132,693.1548387096774,74,551,4,16,3,10,8,6,9,4,10,4,36,170,37,30,39,30,60,57,71,21
514,537926,689.8096774193548,74,551,3,24,5,6,10,2,7,7,8,2,37,162,35,34,37,34,62,54,73,23
515,963328,697.2430107526882,71,554,7,26,6,3,2,3,10,4,9,1,33,160,34,37,45,33,59,57,72,24
516,264118,695.4451612903225,66,559,4,22,1,5,2,6,5,8,11,2,36,164,39,35,45,30,64,53,70,23
517,506183,695.8774193548387,69,556,5,17,5,4,2,5,11,9,9,2,35,169,35,36,45,31,58,52,72,23
518,524902,704.9150537634409,69,556,2,21,5,0,2,3,7,8,19,2,38,165,35,40,45,33,62,53,62,23
519,997797,695.5043010752688,72,553,7,25,6,3,6,6,2,5,8,4,33,161,34,37,41,30,67,56,73,21
520,279910,694.2860215053763,73,552,4,19,6,5,7,3,7,4,15,3,36,167,34,35,40,33,62,57,66,22
521,816938,687.6376344086021,76,549,8,24,5,5,7,5,6,8,7,1,32,162,35,35,40,31,63,53,74,24
522,949252,695.8451612903225,69,556,3,21,5,9,5,3,6,7,7,3,37,165,35,31,42,33,63,54,74,22
523,566563,691.7032258064514,74,551,2,21,6,5,6,3,12,6,13,0,38,165,34,35,41,33,57,55,68,25
524,678242,694.9182795698923,76,549,5,25,4,4,5,7,10,2,9,5,35,161,36,36,42,29,59,59,72,20
525,904500,689.3462365591398,70,555,4,19,7,3,4,4,13,7,7,2,36,167,33,37,43,32,56,54,74,23
526,823434,699.310752688172,74,551,6,22,5,2,8,3,3,11,11,3,34,164,35,38,39,33,66,50,70,22
527,200189,696.3387096774193,72,553,7,13,2,6,11,4,9,4,14,2,33,173,38,34,36,32,60,57,67,23
528,94079,692.1118279569891,68,557,4,25,5,4,2,5,5,4,11,3,36,161,35,36,45,31,64,57,70,22
529,902868,694.474193548387,70,555,3,19,5,4,8,5,5,8,8,5,37,167,35,36,39,31,64,53,73,20
530,203372,688.9731182795699,72,553,2,23,4,2,9,3,9,14,4,2,38,163,36,38,38,33,60,47,77,23
531,915745,693.0365591397849,74,551,8,23,4,4,4,3,10,6,11,1,32,163,36,36,43,33,59,55,70,24
532,818960,691.1376344086021,69,556,3,28,3,5,3,4,5,5,11,2,37,158,37,35,44,32,64,56,70,23
533,36186,694.941935483871,73,552,3,16,8,6,7,4,13,6,9,1,37,170,32,34,40,32,56,55,72,24
534,538597,695.8139784946236,70,555,5,26,4,6,6,2,7,6,7,1,35,160,36,34,41,34,62,55,74,24
535,993053,699.0215053763441,70,555,4,23,7,1,7,5,9,3,10,1,36,163,33,39,40,31,60,58,71,24
536,346964,696.9913978494623,65,560,4,20,3,5,4,5,8,6,8,2,36,166,37,35,43,31,61,55,73,23
537,834490,694.6505376344086,63,562,7,13,4,2,7,3,8,6,5,8,33,173,36,38,40,33,61,55,76,17
538,861448,690.5290322580644,75,550,7,23,6,5,6,4,5,5,10,4,33,163,34,35,41,32,64,56,71,21
539,616391,696.4053763440861,73,552,3,19,5,8,11,7,8,3,9,0,37,167,35,32,36,29,61,58,72,25
540,659892,699.6698924731182,71,554,4,21,5,3,6,6,10,6,8,2,36,165,35,37,41,30,59,55,73,23
541,729909,680.7978494623655,72,553,5,28,6,6,7,7,3,2,7,1,35,158,34,34,40,29,66,59,74,24
542,83909,692.2451612903226,69,556,6,21,5,4,4,5,9,5,7,3,34,165,35,36,43,31,60,56,74,22
543,476266,686.6655913978493,69,556,3,15,3,6,7,7,4,9,11,4,37,171,37,34,40,29,65,52,70,21
544,770677,695.6161290322581,69,556,8,19,5,3,2,6,10,3,8,5,32,167,35,37,45,30,59,58,73,20
545,83441,702.8655913978496,68,557,0,20,6,1,12,1,9,6,9,4,40,166,34,39,35,35,60,55,72,21
546,136507,694.6408602150537,66,559,8,12,4,6,6,6,5,8,10,1,32,174,36,34,41,30,64,53,71,24
547,793665,702.6225806451612,70,555,8,16,5,1,1,6,10,4,10,9,32,170,35,39,46,30,59,57,71,16
548,757323,693.2548387096774,67,558,5,18,3,6,4,6,7,4,10,4,35,168,37,34,43,30,62,57,71,21
549,730456,689.8774193548387,70,555,2,23,5,8,8,3,6,6,8,1,38,163,35,32,39,33,63,55,73,24
550,318291,692.4344086021505,76,549,3,29,6,1,1,3,17,6,9,1,37,157,34,39,46,33,52,55,72,24
551,785661,686.8,74,551,1,23,5,4,6,3,14,9,7,2,39,163,35,36,41,33,55,52,74,23
552,492839,700.074193548387,74,551,7,12,8,4,7,5,8,9,10,4,33,174,32,36,40,31,61,52,71,21
553,391339,694.5752688172042,64,561,4,18,3,5,6,3,8,5,8,4,36,168,37,35,41,33,61,56,73,21
554,511634,687.6591397849461,71,554,7,22,6,5,7,2,9,3,8,2,33,164,34,35,40,34,60,58,73,23
555,227649,696.7709677419355,69,556,5,20,3,9,2,4,8,6,10,2,35,166,37,31,45,32,61,55,71,23
556,594929,690.4107526881719,71,554,4,22,6,5,5,3,7,10,7,2,36,164,34,35,42,33,62,51,74,23
557,966193,694.6354838709676,70,555,4,19,3,4,4,5,3,11,10,7,36,167,37,36,43,31,66,50,71,18
558,480294,694.9752688172041,68,557,4,19,6,3,2,8,9,6,7,4,36,167,34,37,45,28,60,55,74,21
559,588615,694.716129032258,72,553,9,19,6,5,6,2,9,5,9,2,31,167,34,35,41,34,60,56,72,23
560,141331,700.1397849462364,72,553,3,25,4,6,7,4,8,2,12,1,37,161,36,34,40,32,61,59,69,24
561,582796,693.710752688172,72,553,4,16,4,3,7,2,10,11,13,2,36,170,36,37,40,34,59,50,68,23
562,875561,692.7548387096774,70,555,6,24,1,2,3,5,7,4,12,6,34,162,39,38,44,31,62,57,69,19
563,755104,691.4838709677418,69,556,4,24,7,2,6,5,8,6,5,2,36,162,33,38,41,31,61,55,76,23
564,671214,694.2924731182795,71,554,5,16,5,5,7,6,7,7,12,1,35,170,35,35,40,30,62,54,69,24
565,614759,685.4548387096773,72,553,4,29,4,2,7,3,8,5,4,6,36,157,36,38,40,33,61,56,77,19
566,320085,695.2870967741936,74,551,7,21,4,3,8,2,7,8,9,5,33,165,36,37,39,34,62,53,72,20
567,130273,691.3978494623656,72,553,8,19,9,3,6,6,6,4,9,2,32,167,31,37,41,30,63,57,72,23
568,475856,693.7096774193549,72,553,4,23,3,7,4,6,3,6,12,4,36,163,37,33,43,30,66,55,69,21
569,248958,690.0021505376343,72,553,5,27,5,6,3,1,5,7,10,3,35,159,35,34,44,35,64,54,71,22
570,79601,688.4419354838709,71,554,7,24,2,7,2,2,6,7,10,4,33,162,38,33,45,34,63,54,71,21
571,689825,693.4602150537635,69,556,5,15,5,7,9,2,9,9,6,2,35,171,35,33,38,34,60,52,75,23
572,511118,689.4053763440859,70,555,5,19,3,1,10,6,8,8,6,4,35,167,37,39,37,30,61,53,75,21
573,625817,687.2720430107527,73,552,3,20,3,3,8,4,14,6,10,2,37,166,37,37,39,32,55,55,71,23
574,471647,697.9494623655913,68,557,5,22,5,4,3,4,5,7,10,3,35,164,35,36,44,32,64,54,71,22
575,534171,700.894623655914,66,559,4,19,3,5,4,3,8,4,11,5,36,167,37,35,43,33,61,57,70,20
576,853887,693.8021505376344,70,555,6,22,6,5,6,4,7,3,8,3,34,164,34,35,41,32,62,58,73,22
577,415153,692.9215053763439,71,554,4,18,8,5,7,6,3,8,7,5,36,168,32,35,40,30,66,53,74,20
578,356602,694.0483870967741,69,556,2,27,2,4,4,3,9,7,9,2,38,159,38,36,43,33,60,54,72,23
579,434499,694.0268817204302,74,551,6,22,4,6,5,4,6,7,10,4,34,164,36,34,42,32,63,54,71,21
580,61186,696.3344086021505,73,552,4,19,6,6,5,2,10,9,9,3,36,167,34,34,42,34,59,52,72,22
581,999972,695.0935483870967,73,552,6,20,4,4,7,4,7,10,10,1,34,166,36,36,40,32,62,51,71,24
582,21637,698.1225806451613,70,555,3,19,8,7,6,4,4,4,14,1,37,167,32,33,41,32,65,57,67,24
583,378471,698.4494623655914,73,552,4,16,5,4,8,9,9,6,9,3,36,170,35,36,39,27,60,55,72,22
584,617222,693.8838709677419,69,556,4,22,4,10,6,2,6,4,7,4,36,164,36,30,41,34,63,57,74,21
585,326111,697.668817204301,72,553,7,21,5,3,5,1,9,6,11,4,33,165,35,37,42,35,60,55,70,21
586,241610,693.658064516129,71,554,1,28,4,5,4,4,8,4,9,4,39,158,36,35,43,32,61,57,72,21
587,660382,693.5505376344086,70,555,4,22,2,5,4,3,6,9,10,5,36,164,38,35,43,33,63,52,71,20
588,14022,697.5,73,552,1,22,1,1,5,5,11,9,13,5,39,164,39,39,42,31,58,52,68,20
589,608339,700.4387096774193,73,552,7,17,3,7,3,2,13,9,10,2,33,169,37,33,44,34,56,52,71,23
590,112899,696.7731182795699,73,552,3,17,7,7,3,8,5,8,13,2,37,169,33,33,44,28,64,53,68,23
591,219608,697.247311827957,73,552,1,18,4,3,3,3,13,12,14,2,39,168,36,37,44,33,56,49,67,23
592,659226,690.4913978494624,71,554,10,11,5,3,3,7,9,7,10,6,30,175,35,37,44,29,60,54,71,19
593,496387,694.1129032258063,72,553,6,17,5,2,8,3,8,6,12,5,34,169,35,38,39,33,61,55,69,20
594,881880,694.4978494623656,68,557,4,21,4,0,11,3,8,7,9,1,36,165,36,40,36,33,61,54,72,24
595,302130,699.6075268817204,71,554,4,18,2,11,4,4,10,4,10,4,36,168,38,29,43,32,59,57,71,21
596,864860,693.6086021505375,76,549,2,21,7,6,9,6,11,6,8,0,38,165,33,34,38,30,58,55,73,25
597,141759,691.3967741935484,70,555,4,16,6,4,3,8,4,14,8,3,36,170,34,36,44,28,65,47,73,22
598,516901,692.6419354838708,71,554,6,20,8,4,4,4,5,7,12,1,34,166,32,36,43,32,64,54,69,24
